"Município";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"510267 CAMPO VERDE";"1007";"1423";"1281";"2491";"4324";"3882";"14408"
"510268 CAMPOS DE JULIO";"358";"491";"473";"1214";"820";"317";"3673"
"510269 CANABRAVA DO NORTE";"205";"252";"119";"227";"205";"496";"1504"
"510270 CANARANA";"595";"441";"414";"697";"1075";"1115";"4337"
"510279 CARLINDA";"327";"296";"393";"998";"517";"581";"3112"
"510285 CASTANHEIRA";"73";"64";"100";"134";"219";"200";"790"
"510300 CHAPADA DOS GUIMARAES";"335";"289";"352";"383";"390";"579";"2328"
"510305 CLAUDIA";"149";"121";"213";"1230";"617";"579";"2909"
"510310 COCALINHO";"159";"279";"521";"760";"458";"526";"2703"
"510320 COLIDER";"603";"599";"614";"1196";"982";"906";"4900"
"510325 COLNIZA";"546";"323";"405";"1566";"1481";"1671";"5992"
"510330 COMODORO";"1224";"720";"681";"1981";"907";"543";"6056"
"510335 CONFRESA";"438";"510";"1557";"1369";"2065";"1182";"7121"
"510336 CONQUISTA D\'OESTE";"91";"66";"59";"358";"437";"160";"1171"
"510337 COTRIGUACU";"161";"185";"155";"719";"584";"693";"2497"
"510340 CUIABA";"20934";"25566";"19878";"29233";"33045";"26757";"155413"
"510343 CURVELANDIA";"216";"198";"290";"599";"342";"310";"1955"
"510345 DENISE";"157";"115";"53";"536";"371";"293";"1525"
"510350 DIAMANTINO";"808";"1162";"688";"2112";"1349";"1373";"7492"
"510360 DOM AQUINO";"86";"122";"135";"171";"339";"210";"1063"
"510370 FELIZ NATAL";"751";"517";"428";"444";"473";"1161";"3774"
"510380 FIGUEIROPOLIS D\'OESTE";"79";"36";"57";"120";"81";"73";"446"
"510385 GAUCHA DO NORTE";"109";"226";"290";"526";"561";"554";"2266"
"510390 GENERAL CARNEIRO";"331";"205";"246";"233";"162";"124";"1301"
"510395 GLORIA D\'OESTE";"66";"94";"37";"83";"121";"64";"465"
"510410 GUARANTA DO NORTE";"513";"570";"1015";"3242";"2211";"2384";"9935"
"510420 GUIRATINGA";"161";"132";"182";"337";"617";"546";"1975"
"510450 INDIAVAI";"60";"38";"107";"66";"97";"178";"546"
"510452 IPIRANGA DO NORTE";"129";"232";"416";"960";"614";"634";"2985"
"510454 ITANHANGA";"168";"317";"964";"210";"283";"436";"2378"
"510455 ITAUBA";"70";"69";"115";"324";"297";"443";"1318"
"510460 ITIQUIRA";"439";"561";"507";"455";"728";"487";"3177"
"510480 JACIARA";"489";"494";"403";"1104";"1464";"1957";"5911"
"510490 JANGADA";"263";"612";"861";"1272";"816";"464";"4288"
"510500 JAURU";"155";"46";"227";"708";"212";"529";"1877"
"510510 JUARA";"703";"1017";"574";"2357";"3717";"2937";"11305"
"510515 JUINA";"651";"745";"872";"1768";"3009";"2562";"9607"
"510517 JURUENA";"352";"153";"217";"371";"700";"618";"2411"
"510520 JUSCIMEIRA";"271";"171";"327";"852";"667";"383";"2671"
"510523 LAMBARI D\'OESTE";"99";"108";"105";"173";"263";"237";"985"
"510525 LUCAS DO RIO VERDE";"1684";"2306";"2243";"4681";"8378";"7762";"27054"
"510530 LUCIARA";"43";"38";"38";"118";"93";"41";"371"
"510550 VILA BELA DA SANTISSIMA TRINDADE";"551";"867";"535";"1542";"1195";"676";"5366"
"510558 MARCELANDIA";"232";"207";"296";"294";"399";"619";"2047"
"510560 MATUPA";"351";"663";"577";"1374";"1591";"1048";"5604"
"510562 MIRASSOL D\'OESTE";"941";"750";"963";"1452";"1780";"1181";"7067"
"510590 NOBRES";"517";"912";"210";"968";"1056";"900";"4563"
"510600 NORTELANDIA";"217";"126";"103";"394";"209";"240";"1289"
"510610 NOSSA SENHORA DO LIVRAMENTO";"182";"196";"162";"710";"617";"445";"2312"
"510615 NOVA BANDEIRANTES";"183";"158";"226";"868";"696";"349";"2480"
"510617 NOVA NAZARE";"8";"89";"104";"281";"275";"263";"1020"
"510618 NOVA LACERDA";"114";"182";"131";"369";"227";"192";"1215"
"510619 NOVA SANTA HELENA";"67";"75";"71";"277";"137";"225";"852"
"510620 NOVA BRASILANDIA";"153";"128";"124";"71";"288";"204";"968"
"510621 NOVA CANAA DO NORTE";"194";"177";"376";"518";"501";"344";"2110"
"510622 NOVA MUTUM";"1957";"1941";"2349";"2806";"4546";"5977";"19576"
"510623 NOVA OLIMPIA";"412";"702";"624";"1748";"980";"846";"5312"
"510624 NOVA UBIRATA";"98";"499";"633";"924";"620";"471";"3245"
"510625 NOVA XAVANTINA";"242";"337";"391";"1067";"582";"991";"3610"
"510626 NOVO MUNDO";"181";"149";"174";"98";"424";"656";"1682"
"510627 NOVO HORIZONTE DO NORTE";"112";"43";"60";"224";"155";"200";"794"
"510628 NOVO SAO JOAQUIM";"68";"100";"111";"151";"319";"154";"903"
"510629 PARANAITA";"288";"210";"182";"807";"421";"330";"2238"
"510630 PARANATINGA";"477";"692";"1054";"1886";"1833";"2420";"8362"
"510631 NOVO SANTO ANTONIO";"18";"31";"70";"30";"184";"155";"488"
"510637 PEDRA PRETA";"766";"644";"456";"1190";"429";"1442";"4927"
"510642 PEIXOTO DE AZEVEDO";"765";"896";"1129";"1076";"1545";"1077";"6488"
"510645 PLANALTO DA SERRA";"61";"57";"62";"56";"197";"298";"731"
"510650 POCONE";"802";"597";"592";"1571";"1412";"731";"5705"
"510665 PONTAL DO ARAGUAIA";"82";"154";"226";"723";"548";"502";"2235"
"510670 PONTE BRANCA";"43";"17";"45";"39";"89";"37";"270"
"510675 PONTES E LACERDA";"1440";"1351";"1441";"4153";"3408";"2839";"14632"
"510677 PORTO ALEGRE DO NORTE";"239";"232";"253";"691";"459";"689";"2563"
"510680 PORTO DOS GAUCHOS";"117";"82";"91";"169";"253";"660";"1372"
"510682 PORTO ESPERIDIAO";"457";"395";"312";"865";"1133";"1159";"4321"
"510685 PORTO ESTRELA";"71";"122";"99";"135";"105";"140";"672"
"510700 POXOREO";"236";"242";"360";"439";"868";"516";"2661"
"510704 PRIMAVERA DO LESTE";"1431";"1914";"2400";"6650";"4720";"5452";"22567"
"510706 QUERENCIA";"447";"644";"746";"1221";"1706";"1381";"6145"
"510710 SAO JOSE DOS QUATRO MARCOS";"367";"316";"383";"804";"796";"724";"3390"
"510715 RESERVA DO CABACAL";"50";"55";"23";"129";"234";"81";"572"
"510718 RIBEIRAO CASCALHEIRA";"140";"145";"236";"357";"488";"158";"1524"
"510719 RIBEIRAOZINHO";"58";"97";"86";"180";"130";"104";"655"
"510720 RIO BRANCO";"101";"144";"118";"206";"303";"286";"1158"
"510724 SANTA CARMEM";"63";"89";"75";"104";"186";"320";"837"
"510726 SANTO AFONSO";"80";"10";"26";"56";"26";"121";"319"
"510729 SAO JOSE DO POVO";"15";"70";"263";"273";"330";"104";"1055"
"510730 SAO JOSE DO RIO CLARO";"475";"628";"557";"1204";"1210";"1161";"5235"
"510735 SAO JOSE DO XINGU";"132";"96";"210";"593";"546";"409";"1986"
"510740 SAO PEDRO DA CIPA";"91";"104";"81";"289";"296";"324";"1185"
"510757 RONDOLANDIA";"54";"56";"18";"202";"175";"97";"602"
"510760 RONDONOPOLIS";"4375";"5859";"5182";"13680";"10177";"8911";"48184"
"510770 ROSARIO OESTE";"328";"275";"342";"1193";"849";"766";"3753"
"510774 SANTA CRUZ DO XINGU";"74";"235";"49";"195";"104";"79";"736"
"510775 SALTO DO CEU";"84";"63";"45";"53";"115";"165";"525"
"510776 SANTA RITA DO TRIVELATO";"37";"69";"55";"275";"86";"105";"627"
"510777 SANTA TEREZINHA";"129";"156";"317";"655";"384";"759";"2400"
"510779 SANTO ANTONIO DO LESTE";"67";"143";"73";"184";"279";"221";"967"
"510780 SANTO ANTONIO DO LEVERGER";"442";"660";"477";"28";"696";"952";"3255"
"510785 SAO FELIX DO ARAGUAIA";"186";"265";"143";"218";"904";"408";"2124"
"510787 SAPEZAL";"587";"558";"648";"2965";"1431";"974";"7163"
"510788 SERRA NOVA DOURADA";"39";"26";"78";"94";"150";"102";"489"
"510790 SINOP";"3642";"4626";"5236";"7536";"11882";"13369";"46291"
"510792 SORRISO";"2241";"2299";"4441";"7359";"9419";"8271";"34030"
"510794 TABAPORA";"298";"147";"185";"1041";"920";"1101";"3692"
"510795 TANGARA DA SERRA";"3595";"6597";"4683";"5562";"5850";"5250";"31537"
"510800 TAPURAH";"288";"408";"739";"798";"1160";"1338";"4731"
"510805 TERRA NOVA DO NORTE";"252";"456";"540";"356";"552";"599";"2755"
"510810 TESOURO";"31";"34";"43";"165";"58";"66";"397"
"510820 TORIXOREU";"45";"42";"56";"68";"42";"87";"340"
"510830 UNIAO DO SUL";"166";"153";"134";"174";"391";"432";"1450"
"510835 VALE DE SAO DOMINGOS";"59";"34";"35";"194";"108";"135";"565"
"510840 VARZEA GRANDE";"7313";"9810";"9582";"12277";"10560";"8810";"58352"
"510850 VERA";"348";"236";"210";"864";"502";"954";"3114"
"510860 VILA RICA";"350";"450";"338";"1511";"1098";"1845";"5592"
"510880 NOVA GUARITA";"134";"40";"110";"695";"499";"195";"1673"
"510885 NOVA MARILANDIA";"91";"53";"70";"255";"154";"155";"778"
"510890 NOVA MARINGA";"184";"342";"171";"183";"322";"466";"1668"
"510895 NOVA MONTE VERDE";"504";"598";"436";"1087";"412";"886";"3923"
"520005 ABADIA DE GOIAS";"371";"262";"275";"261";"403";"248";"1820"
"520010 ABADIANIA";"169";"177";"215";"298";"434";"573";"1866"
"520013 ACREUNA";"383";"318";"383";"563";"1047";"823";"3517"
"520015 ADELANDIA";"38";"27";"48";"66";"103";"59";"341"
"520017 AGUA FRIA DE GOIAS";"110";"595";"608";"577";"403";"966";"3259"
"520020 AGUA LIMPA";"46";"51";"244";"221";"285";"213";"1060"
"520025 AGUAS LINDAS DE GOIAS";"2621";"2484";"3098";"3753";"7501";"7937";"27394"
"520030 ALEXANIA";"493";"614";"1023";"794";"1458";"871";"5253"
"520050 ALOANDIA";"47";"49";"41";"34";"78";"30";"279"
"520055 ALTO HORIZONTE";"118";"138";"257";"160";"355";"307";"1335"
"520060 ALTO PARAISO DE GOIAS";"145";"196";"188";"203";"840";"410";"1982"
"520080 ALVORADA DO NORTE";"353";"288";"312";"352";"386";"454";"2145"
"520082 AMARALINA";"28";"33";"31";"84";"284";"210";"670"
"520085 AMERICANO DO BRASIL";"95";"82";"108";"124";"335";"639";"1383"
"520090 AMORINOPOLIS";"70";"68";"292";"157";"120";"91";"798"
"520110 ANAPOLIS";"8948";"9635";"9684";"11359";"19053";"19911";"78590"
"520120 ANHANGUERA";"18";"7";"34";"84";"44";"82";"269"
"520130 ANICUNS";"196";"181";"305";"646";"1028";"549";"2905"
"520140 APARECIDA DE GOIANIA";"23538";"40807";"16270";"19722";"32439";"25352";"158128"
"520145 APARECIDA DO RIO DOCE";"71";"123";"259";"216";"224";"295";"1188"
"520150 APORE";"72";"64";"91";"337";"218";"302";"1084"
"520160 ARACU";"40";"33";"55";"83";"133";"215";"559"
"520170 ARAGARCAS";"386";"498";"531";"1619";"1420";"681";"5135"
"520180 ARAGOIANIA";"93";"110";"271";"299";"696";"801";"2270"
"520215 ARAGUAPAZ";"94";"133";"120";"195";"371";"227";"1140"
"520235 ARENOPOLIS";"107";"48";"90";"87";"253";"152";"737"
"520250 ARUANA";"82";"68";"131";"132";"275";"340";"1028"
"520260 AURILANDIA";"45";"47";"71";"46";"101";"84";"394"
"520280 AVELINOPOLIS";"74";"68";"107";"44";"177";"87";"557"
"520310 BALIZA";"43";"13";"21";"60";"70";"114";"321"
"520320 BARRO ALTO";"215";"502";"498";"280";"491";"562";"2548"
"520330 BELA VISTA DE GOIAS";"525";"370";"460";"631";"1346";"641";"3973"
"520340 BOM JARDIM DE GOIAS";"179";"158";"182";"177";"305";"211";"1212"
"520350 BOM JESUS DE GOIAS";"697";"547";"586";"569";"925";"1510";"4834"
"520355 BONFINOPOLIS";"156";"172";"147";"214";"613";"399";"1701"
"520357 BONOPOLIS";"91";"95";"176";"273";"198";"269";"1102"
"520360 BRAZABRANTES";"69";"237";"279";"697";"363";"188";"1833"
"520380 BRITANIA";"169";"125";"163";"199";"480";"301";"1437"
"520390 BURITI ALEGRE";"347";"78";"210";"399";"638";"720";"2392"
"520393 BURITI DE GOIAS";"77";"57";"76";"207";"124";"96";"637"
"520396 BURITINOPOLIS";"46";"84";"65";"104";"298";"157";"754"
"520400 CABECEIRAS";"170";"123";"132";"182";"433";"448";"1488"
"520410 CACHOEIRA ALTA";"574";"1078";"1124";"1071";"1047";"569";"5463"
"520420 CACHOEIRA DE GOIAS";"18";"64";"58";"47";"125";"57";"369"
"520425 CACHOEIRA DOURADA";"137";"222";"269";"391";"367";"942";"2328"
"520430 CACU";"315";"392";"368";"1057";"813";"760";"3705"
"520440 CAIAPONIA";"297";"349";"559";"898";"845";"1583";"4531"
"520450 CALDAS NOVAS";"1655";"2293";"2160";"4181";"6059";"4518";"20866"
"520455 CALDAZINHA";"216";"55";"59";"343";"257";"200";"1130"
"520460 CAMPESTRE DE GOIAS";"133";"137";"407";"674";"305";"193";"1849"
"520465 CAMPINACU";"41";"30";"45";"169";"265";"155";"705"
"520470 CAMPINORTE";"241";"216";"218";"349";"622";"597";"2243"
"520480 CAMPO ALEGRE DE GOIAS";"119";"166";"147";"241";"383";"482";"1538"
"520485 CAMPO LIMPO DE GOIAS";"182";"74";"156";"574";"367";"298";"1651"
"520490 CAMPOS BELOS";"434";"402";"618";"519";"967";"2566";"5506"
"520495 CAMPOS VERDES";"74";"66";"89";"78";"157";"124";"588"
"520500 CARMO DO RIO VERDE";"260";"265";"292";"459";"587";"661";"2524"
"520505 CASTELANDIA";"53";"53";"61";"78";"164";"209";"618"
"520510 CATALAO";"2551";"3425";"4634";"5000";"6033";"6516";"28159"
"520520 CATURAI";"114";"139";"112";"451";"211";"161";"1188"
"520530 CAVALCANTE";"229";"233";"172";"709";"458";"368";"2169"
"520540 CERES";"442";"434";"531";"1033";"1026";"886";"4352"
"520545 CEZARINA";"96";"129";"112";"174";"359";"422";"1292"
"520547 CHAPADAO DO CEU";"272";"289";"399";"373";"698";"503";"2534"
"520549 CIDADE OCIDENTAL";"1737";"1299";"1463";"1971";"3850";"3300";"13620"
"520551 COCALZINHO DE GOIAS";"553";"449";"545";"668";"1386";"1599";"5200"
"520552 COLINAS DO SUL";"89";"51";"63";"71";"188";"95";"557"
"520570 CORREGO DO OURO";"58";"66";"202";"163";"256";"103";"848"
"520580 CORUMBA DE GOIAS";"144";"150";"195";"403";"419";"348";"1659"
"520590 CORUMBAIBA";"221";"133";"217";"257";"533";"575";"1936"
"520620 CRISTALINA";"1281";"1114";"1586";"2163";"3726";"3551";"13421"
"520630 CRISTIANOPOLIS";"46";"57";"184";"67";"132";"76";"562"
"520640 CRIXAS";"256";"273";"335";"1077";"558";"547";"3046"
"520650 CROMINIA";"33";"42";"127";"630";"302";"193";"1327"
"520660 CUMARI";"56";"112";"100";"57";"127";"88";"540"
"520670 DAMIANOPOLIS";"54";"45";"92";"198";"203";"303";"895"
"520680 DAMOLANDIA";"51";"290";"78";"79";"134";"136";"768"
"520690 DAVINOPOLIS";"37";"31";"18";"137";"70";"23";"316"
"520710 DIORAMA";"46";"39";"34";"36";"51";"62";"268"
"520725 DOVERLANDIA";"168";"125";"199";"848";"258";"358";"1956"
"520735 EDEALINA";"78";"26";"106";"131";"217";"206";"764"
"520740 EDEIA";"232";"337";"563";"488";"605";"479";"2704"
"520750 ESTRELA DO NORTE";"89";"206";"115";"76";"185";"127";"798"
"520753 FAINA";"125";"123";"40";"85";"399";"259";"1031"
"520760 FAZENDA NOVA";"512";"144";"253";"222";"180";"212";"1523"
"520780 FIRMINOPOLIS";"129";"156";"130";"186";"259";"181";"1041"
"520790 FLORES DE GOIAS";"166";"585";"767";"369";"411";"696";"2994"
"520800 FORMOSA";"4578";"4331";"4183";"5919";"5898";"3921";"28830"
"520810 FORMOSO";"46";"65";"97";"92";"99";"252";"651"
"520815 GAMELEIRA DE GOIAS";"64";"45";"69";"50";"91";"86";"405"
"520830 DIVINOPOLIS DE GOIAS";"158";"125";"296";"505";"419";"592";"2095"
"520840 GOIANAPOLIS";"470";"238";"275";"301";"890";"504";"2678"
"520850 GOIANDIRA";"240";"227";"335";"322";"313";"506";"1943"
"520860 GOIANESIA";"1449";"2403";"3796";"2985";"3571";"3339";"17543"
"520870 GOIANIA";"34276";"35197";"34367";"45209";"66181";"65295";"280525"
"520880 GOIANIRA";"1315";"1463";"1857";"4478";"3315";"2211";"14639"
"520890 GOIAS";"278";"147";"245";"310";"787";"436";"2203"
"520910 GOIATUBA";"823";"660";"730";"708";"1224";"901";"5046"
"520915 GOUVELANDIA";"66";"132";"101";"109";"257";"242";"907"
"520920 GUAPO";"350";"281";"454";"661";"967";"945";"3658"
"520929 GUARAITA";"30";"25";"53";"175";"91";"69";"443"
"520940 GUARANI DE GOIAS";"71";"122";"86";"53";"103";"58";"493"
"520945 GUARINOS";"32";"38";"77";"40";"128";"75";"390"
"520960 HEITORAI";"59";"28";"78";"157";"338";"141";"801"
"520970 HIDROLANDIA";"729";"492";"898";"1293";"1638";"1032";"6082"
"520980 HIDROLINA";"47";"46";"47";"40";"101";"129";"410"
"520990 IACIARA";"339";"257";"253";"228";"843";"894";"2814"
"520993 INACIOLANDIA";"164";"118";"111";"69";"286";"247";"995"
"520995 INDIARA";"117";"354";"250";"767";"627";"577";"2692"
"521000 INHUMAS";"554";"551";"788";"3483";"2611";"2147";"10134"
"521010 IPAMERI";"664";"557";"889";"849";"1022";"1203";"5184"
"521015 IPIRANGA DE GOIAS";"107";"95";"80";"88";"148";"80";"598"
"521020 IPORA";"534";"635";"1056";"1285";"1158";"1521";"6189"
"521030 ISRAELANDIA";"28";"35";"32";"29";"45";"63";"232"
"521040 ITABERAI";"870";"862";"751";"2010";"1810";"2364";"8667"
"521056 ITAGUARI";"91";"132";"486";"451";"516";"314";"1990"
"521060 ITAGUARU";"69";"54";"172";"111";"194";"468";"1068"
"521080 ITAJA";"84";"67";"85";"89";"149";"126";"600"
"521090 ITAPACI";"386";"304";"398";"520";"1025";"755";"3388"
"521100 ITAPIRAPUA";"136";"93";"156";"257";"326";"118";"1086"
"521120 ITAPURANGA";"769";"964";"902";"1107";"1354";"811";"5907"
"521130 ITARUMA";"310";"128";"344";"287";"343";"189";"1601"
"521140 ITAUCU";"128";"172";"185";"179";"298";"194";"1156"
"521150 ITUMBIARA";"948";"2130";"2956";"3440";"4260";"4096";"17830"
"521160 IVOLANDIA";"32";"44";"27";"68";"91";"98";"360"
"521170 JANDAIA";"85";"182";"139";"221";"235";"309";"1171"
"521180 JARAGUA";"757";"851";"708";"910";"1288";"1022";"5536"
"521190 JATAI";"4020";"2963";"3859";"5065";"4636";"3127";"23670"
"521200 JAUPACI";"41";"39";"38";"48";"76";"53";"295"
"521205 JESUPOLIS";"93";"61";"71";"71";"161";"118";"575"
"521210 JOVIANIA";"97";"117";"107";"135";"498";"272";"1226"
"521220 JUSSARA";"443";"375";"453";"608";"1018";"832";"3729"
"521225 LAGOA SANTA";"58";"47";"33";"31";"37";"39";"245"
"521230 LEOPOLDO DE BULHOES";"169";"112";"84";"393";"444";"462";"1664"
"521250 LUZIANIA";"4349";"3862";"4516";"6457";"8853";"8763";"36800"
"521260 MAIRIPOTABA";"49";"42";"53";"87";"89";"83";"403"
"521270 MAMBAI";"132";"195";"415";"205";"351";"674";"1972"
"521280 MARA ROSA";"387";"196";"136";"177";"507";"318";"1721"
"521290 MARZAGAO";"74";"84";"61";"76";"138";"72";"505"
"521295 MATRINCHA";"59";"58";"61";"177";"199";"150";"704"
"521300 MAURILANDIA";"192";"218";"265";"691";"632";"518";"2516"
"521305 MIMOSO DE GOIAS";"27";"33";"35";"136";"114";"96";"441"
"521308 MINACU";"595";"436";"482";"1076";"967";"2266";"5822"
"521310 MINEIROS";"1858";"1458";"1132";"2130";"4649";"4621";"15848"
"521340 MOIPORA";"20";"41";"24";"16";"37";"31";"169"
"521350 MONTE ALEGRE DE GOIAS";"127";"115";"106";"174";"154";"217";"893"
"521370 MONTES CLAROS DE GOIAS";"151";"196";"167";"397";"433";"361";"1705"
"521375 MONTIVIDIU";"275";"220";"288";"1038";"1032";"701";"3554"
"521377 MONTIVIDIU DO NORTE";"44";"33";"137";"221";"78";"49";"562"
"521380 MORRINHOS";"845";"772";"1043";"1360";"1743";"1857";"7620"
"521385 MORRO AGUDO DE GOIAS";"44";"75";"104";"141";"85";"74";"523"
"521390 MOSSAMEDES";"101";"154";"159";"230";"258";"438";"1340"
"521400 MOZARLANDIA";"320";"436";"358";"560";"744";"743";"3161"
"521405 MUNDO NOVO";"82";"481";"194";"185";"216";"399";"1557"
"521410 MUTUNOPOLIS";"81";"59";"278";"425";"222";"237";"1302"
"521440 NAZARIO";"124";"108";"148";"101";"250";"42";"773"
"521450 NEROPOLIS";"677";"540";"881";"2454";"1892";"2497";"8941"
"521460 NIQUELANDIA";"633";"614";"485";"767";"1429";"1388";"5316"
"521470 NOVA AMERICA";"41";"50";"25";"96";"121";"241";"574"
"521480 NOVA AURORA";"26";"35";"104";"118";"50";"146";"479"
"521483 NOVA CRIXAS";"254";"225";"479";"1061";"997";"848";"3864"
"521486 NOVA GLORIA";"127";"108";"106";"96";"208";"157";"802"
"521487 NOVA IGUACU DE GOIAS";"53";"48";"49";"161";"128";"241";"680"
"521490 NOVA ROMA";"17";"66";"54";"17";"157";"319";"630"
"521500 NOVA VENEZA";"88";"157";"142";"256";"453";"514";"1610"
"521520 NOVO BRASIL";"56";"58";"61";"75";"124";"41";"415"
"521523 NOVO GAMA";"1928";"1617";"1768";"2090";"4232";"3167";"14802"
"521525 NOVO PLANALTO";"89";"51";"32";"86";"113";"140";"511"
"521530 ORIZONA";"217";"231";"199";"208";"296";"293";"1444"
"521540 OURO VERDE DE GOIAS";"79";"150";"122";"298";"267";"216";"1132"
"521550 OUVIDOR";"97";"146";"109";"305";"378";"764";"1799"
"521560 PADRE BERNARDO";"556";"646";"631";"2400";"1168";"1119";"6520"
"521565 PALESTINA DE GOIAS";"73";"114";"189";"268";"145";"145";"934"
"521570 PALMEIRAS DE GOIAS";"264";"505";"553";"1878";"1912";"1180";"6292"
"521580 PALMELO";"29";"29";"61";"62";"60";"92";"333"
"521590 PALMINOPOLIS";"48";"57";"74";"67";"188";"196";"630"
"521600 PANAMA";"45";"57";"52";"54";"132";"43";"383"
"521630 PARANAIGUARA";"152";"133";"195";"317";"411";"624";"1832"
"521640 PARAUNA";"209";"250";"243";"643";"439";"750";"2534"
"521645 PEROLANDIA";"83";"60";"57";"249";"100";"70";"619"
"521680 PETROLINA DE GOIAS";"170";"148";"483";"481";"167";"115";"1564"
"521690 PILAR DE GOIAS";"37";"19";"42";"83";"89";"135";"405"
"521710 PIRACANJUBA";"417";"346";"480";"451";"794";"709";"3197"
"521720 PIRANHAS";"177";"232";"555";"510";"374";"630";"2478"
"521730 PIRENOPOLIS";"413";"346";"407";"904";"738";"698";"3506"
"521740 PIRES DO RIO";"471";"1162";"2610";"2090";"1735";"1521";"9589"
"521760 PLANALTINA";"5702";"7189";"4912";"3922";"5126";"3179";"30030"
"521770 PONTALINA";"337";"212";"345";"526";"570";"1900";"3890"
"521800 PORANGATU";"563";"644";"565";"1848";"1981";"1934";"7535"
"521805 PORTEIRAO";"83";"78";"105";"160";"254";"134";"814"
"521810 PORTELANDIA";"82";"34";"41";"70";"172";"127";"526"
"521830 POSSE";"672";"603";"943";"1379";"2138";"1723";"7458"
"521839 PROFESSOR JAMIL";"65";"79";"62";"89";"295";"157";"747"
"521850 QUIRINOPOLIS";"800";"943";"803";"2665";"2088";"2149";"9448"
"521860 RIALMA";"183";"255";"183";"302";"623";"486";"2032"
"521870 RIANAPOLIS";"102";"105";"89";"106";"320";"178";"900"
"521878 RIO QUENTE";"149";"103";"257";"270";"278";"201";"1258"
"521880 RIO VERDE";"4560";"5494";"7022";"10308";"13167";"10679";"51230"
"521890 RUBIATABA";"300";"359";"560";"1289";"1306";"864";"4678"
"521900 SANCLERLANDIA";"77";"392";"343";"221";"271";"361";"1665"
"521910 SANTA BARBARA DE GOIAS";"144";"127";"238";"583";"353";"175";"1620"
"521920 SANTA CRUZ DE GOIAS";"33";"34";"19";"74";"109";"51";"320"
"521925 SANTA FE DE GOIAS";"50";"126";"119";"177";"293";"347";"1112"
"521930 SANTA HELENA DE GOIAS";"690";"608";"670";"1807";"1748";"1882";"7405"
"521935 SANTA ISABEL";"46";"50";"40";"56";"75";"151";"418"
